id,provider,title,start_date,end_date,startyear,endyear,type,tags
WWF/HydroSHEDS/30CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 30 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, conditioned, elevation, dem, topography"
WWF/HydroSHEDS/30DIR,WWF,"WWF HydroSHEDS Drainage Direction, 30 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, direction"
MODIS/006/MCD43A1,NASA LP DAAC at the USGS EROS Center,MCD43A1.006 MODIS BRDF-Albedo Model Parameters Daily 500m,2/17/2000,3/31/2020,2000,2020,ImageCollection,"modis, mcd43a1, daily, global, usgs, nasa, albedo, brdf, reflectance"
MODIS/006/MCD43A2,NASA LP DAAC at the USGS EROS Center,MCD43A2.006 MODIS BRDF-Albedo Quality Daily 500m,2/17/2000,3/31/2020,2000,2020,ImageCollection,"modis, mcd43a2, daily, global, usgs, nasa, albedo, quality, brdf, reflectance"
MODIS/006/MCD43A3,NASA LP DAAC at the USGS EROS Center,MCD43A3.006 MODIS Albedo Daily 500m,2/17/2000,3/31/2020,2000,2020,ImageCollection,"modis, mcd43a3, daily, global, usgs, nasa, albedo, white_sky, black_sky"
MODIS/006/MCD43A4,NASA LP DAAC at the USGS EROS Center,"MCD43A4.006 MODIS Nadir BRDF-Adjusted Reflectance, daily 500m",2/17/2000,3/31/2020,2000,2020,ImageCollection,"modis, mcd43a4, daily, global, usgs, albedo, brdf, reflectance"
MODIS/006/MOD13A1,NASA LP DAAC at the USGS EROS Center,MOD13A1.006 Terra Vegetation Indices 16-Day Global 500m,2/17/2000,3/20/2020,2000,2020,ImageCollection,"modis, mod13a1, 16-day, global, terra, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MOD13A2,NASA LP DAAC at the USGS EROS Center,MOD13A2.006 Terra Vegetation Indices 16-Day Global 1km,2/17/2000,3/20/2020,2000,2020,ImageCollection,"modis, mod13a2, 16-day, global, terra, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MOD13Q1,NASA LP DAAC at the USGS EROS Center,MOD13Q1.006 Terra Vegetation Indices 16-Day Global 250m,2/17/2000,3/20/2020,2000,2020,ImageCollection,"modis, mod13q1, 16-day, global, terra, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MOD14A1,NASA LP DAAC at the USGS EROS Center,MOD14A1.006: Terra Thermal Anomalies & Fire Daily Global 1km,2/17/2000,4/4/2020,2000,2020,ImageCollection,"modis, mod14a1, daily, global, terra, usgs, nasa, fire"
MODIS/006/MOD14A2,NASA LP DAAC at the USGS EROS Center,MOD14A2.006: Terra Thermal Anomalies & Fire 8-Day Global 1km,2/17/2000,3/28/2020,2000,2020,ImageCollection,"modis, mod14a2, 8-day, global, terra, usgs, nasa, fire"
MODIS/006/MOD15A2H,NASA LP DAAC at the USGS EROS Center,MOD15A2H.006: Terra Leaf Area Index/FPAR 8-Day Global 500m,2/17/2000,3/28/2020,2000,2020,ImageCollection,"modis, mod15a2h, 8-day, global, terra, usgs, nasa, lai, fpar"
MODIS/MCD43A1,NASA LP DAAC at the USGS EROS Center,MCD43A1.005 BRDF-Albedo Model Parameters 16-Day L3 Global 500m,2/17/2000,3/13/2017,2000,2017,ImageCollection,"modis, mcd43a1, 16-day, global, usgs, albedo, brdf, reflectance"
MODIS/MCD43A2,NASA LP DAAC at the USGS EROS Center,MCD43A2.005 BRDF-Albedo Quality 16-Day Global 500m,2/17/2000,3/13/2017,2000,2017,ImageCollection,"modis, mcd43a2, 16-day, global, usgs, albedo, quality, brdf, reflectance"
MODIS/MCD43A4,NASA LP DAAC at the USGS EROS Center,MCD43A4.005 BRDF-Adjusted Reflectance 16-Day Global 500m,2/17/2000,3/13/2017,2000,2017,ImageCollection,"modis, mcd43a4, 16-day, global, usgs, nbar, brdf, surface_reflectance, reflectance"
MODIS/MCD43A4_BAI,Google,MODIS Combined 16-Day BAI,2/17/2000,3/13/2017,2000,2017,ImageCollection,bai
MODIS/MCD43A4_EVI,Google,MODIS Combined 16-Day EVI,2/17/2000,3/13/2017,2000,2017,ImageCollection,evi
MODIS/MCD43A4_NDSI,Google,MODIS Combined 16-Day NDSI,2/17/2000,3/13/2017,2000,2017,ImageCollection,ndsi
MODIS/MCD43A4_NDVI,Google,MODIS Combined 16-Day NDVI,2/17/2000,3/13/2017,2000,2017,ImageCollection,ndvi
MODIS/MCD43A4_NDWI,Google,MODIS Combined 16-Day NDWI,2/17/2000,3/13/2017,2000,2017,ImageCollection,ndwi
MODIS/MCD43B3,NASA LP DAAC at the USGS EROS Center,MCD43B3.005 Albedo 16-Day Global 1km,2/17/2000,3/13/2017,2000,2017,ImageCollection,"modis, mcd43b3, 16-day, global, usgs, albedo, white_sky, black_sky"
MODIS/MOD13A1,NASA LP DAAC at the USGS EROS Center,MOD13A1.005 Vegetation Indices 16-Day L3 Global 500m,2/17/2000,3/5/2017,2000,2017,ImageCollection,"modis, mod13a1, 16-day, global, terra, vegetation, ndvi, evi"
MODIS/MOD13Q1,NASA LP DAAC at the USGS EROS Center,MOD13Q1.005 Vegetation Indices 16-Day Global 250m,2/17/2000,3/5/2017,2000,2017,ImageCollection,"modis, mod13q1, 16-day, global, terra, vegetation, ndvi, evi"
MODIS/006/MOD09GA,NASA LP DAAC at the USGS EROS Center,MOD09GA.006 Terra Surface Reflectance Daily L2G Global 1km and 500m,2/23/2000,4/7/2020,2000,2020,ImageCollection,"modis, mod09ga, daily, global, usgs, terra, surface_reflectance"
MODIS/006/MOD09GQ,NASA LP DAAC at the USGS EROS Center,MOD09GQ.006 Terra Surface Reflectance Daily Global 250m,2/23/2000,4/7/2020,2000,2020,ImageCollection,"modis, mod09gq, daily, global, usgs, nasa, terra, surface_reflectance, sr"
MODIS/006/MOD10A1,NSIDC,MOD10A1.006 Terra Snow Cover Daily Global 500m,2/23/2000,4/8/2020,2000,2020,ImageCollection,"modis, mod10a1, daily, global, nsidc, nasa, terra, snow, albedo, geophysical"
MODIS/006/MODOCGA,NASA LP DAAC at the USGS EROS Center,MODOCGA.006 Terra Ocean Reflectance Daily Global 1km,2/23/2000,4/7/2020,2000,2020,ImageCollection,"modis, modocga, daily, global, terra, usgs, nasa, ocean, reflectance, sr"
MODIS/MOD09GA,NASA LP DAAC at the USGS EROS Center,MOD09GA.005 Terra Surface Reflectance Daily L2G Global 1km and 500m,2/23/2000,3/29/2017,2000,2017,ImageCollection,"modis, mod09ga, daily, global, usgs, terra, surface_reflectance"
MODIS/MOD09GA_BAI,Google,MODIS Terra Daily BAI,2/23/2000,3/29/2017,2000,2017,ImageCollection,bai
MODIS/MOD09GA_EVI,Google,MODIS Terra Daily EVI,2/23/2000,3/29/2017,2000,2017,ImageCollection,evi
MODIS/MOD09GA_NDSI,Google,MODIS Terra Daily NDSI,2/23/2000,3/29/2017,2000,2017,ImageCollection,ndsi
MODIS/MOD09GA_NDVI,Google,MODIS Terra Daily NDVI,2/23/2000,3/29/2017,2000,2017,ImageCollection,ndvi
MODIS/MOD09GA_NDWI,Google,MODIS Terra Daily NDWI,2/23/2000,3/29/2017,2000,2017,ImageCollection,ndwi
MODIS/MOD09GQ,NASA LP DAAC at the USGS EROS Center,MOD09GQ.005 Terra Surface Reflectance Daily L2G Global 250m,2/23/2000,3/29/2017,2000,2017,ImageCollection,"modis, mod09gq, daily, global, usgs, terra, surface_reflectance"
MODIS/MOD10A1,NSIDC,MOD10A1.005 Terra Snow Cover Daily Global 500m,2/23/2000,12/25/2016,2000,2016,ImageCollection,"modis, mod10a1, daily, global, nsidc, terra, snow, albedo, geophysical"
MODIS/MOD44W/MOD44W_005_2000_02_24,NASA LP DAAC at the USGS EROS Center,MOD44W.005 Land Water Mask Derived from MODIS and SRTM,2/23/2000,2/23/2000,2000,2000,Image,"modis, mod44w, water_mask, srtm, geophysical"
NASA/OCEANDATA/MODIS-Terra/L3SMI,NASA GSFC,Ocean Color SMI: Standard Mapped Image MODIS Terra Data,2/23/2000,1/11/2020,2000,2020,ImageCollection,"nasa, oceandata, modis, temperature, weather, climate, ocean, biology, chlorophyll, reflectance"
JAXA/GPM_L3/GSMaP/v6/reanalysis,JAXA Earth Observation Research Center,GSMaP Reanalysis: Global Satellite Mapping of Precipitation,2/29/2000,3/11/2014,2000,2014,ImageCollection,"gpm, nasa, jaxa, precipitation, geophysical, weather, climate, hourly"
MODIS/006/MOD08_M3,NASA GSFC,MOD08_M3.006 Terra Atmosphere Monthly Global Product,2/29/2000,3/31/2018,2000,2018,ImageCollection,"modis, mod08, mod08_m3, monthly, global, terra, usgs, nasa, atmosphere, temperature, geophysical"
ASTER/AST_L1T_003,NASA LP DAAC at the USGS EROS Center,ASTER L1T Radiance,3/3/2000,4/8/2020,2000,2020,ImageCollection,"eos, terra, aster, usgs, vnir, tir, swir, nir, radiance, thermal, toa, imagery"
MODIS/006/MOD09A1,NASA LP DAAC at the USGS EROS Center,MOD09A1.006 Terra Surface Reflectance 8-Day Global 500m,3/4/2000,4/5/2020,2000,2020,ImageCollection,"modis, mod09a1, 8-day, global, terra, usgs, nasa, surface_reflectance, sr"
MODIS/006/MOD09Q1,NASA LP DAAC at the USGS EROS Center,MOD09Q1.006 Terra Surface Reflectance 8-Day Global 250m,3/4/2000,3/28/2020,2000,2020,ImageCollection,"modis, mod09q1, 8-day, global, terra, usgs, nasa, surface_reflectance, sr"
MODIS/006/MOD11A1,NASA LP DAAC at the USGS EROS Center,MOD11A1.006 Terra Land Surface Temperature and Emissivity Daily Global 1km,3/4/2000,4/8/2020,2000,2020,ImageCollection,"modis, mod11a1, daily, global, terra, usgs, nasa, surface_temperature, emissivity, lst"
MODIS/006/MOD11A2,NASA LP DAAC at the USGS EROS Center,MOD11A2.006 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,3/4/2000,3/28/2020,2000,2020,ImageCollection,"modis, mod11a2, 8-day, global, terra, usgs, nasa, surface_temperature, emissivity, lst"
MODIS/006/MOD17A2H,NASA LP DAAC at the USGS EROS Center,MOD17A2H.006: Terra Gross Primary Productivity 8-Day Global 500m,3/4/2000,3/28/2020,2000,2020,ImageCollection,"modis, mod17a2, 8-day, global, terra, usgs, nasa, gpp, psn, productivity, photosynthesis"
MODIS/006/MOD44B,NASA LP DAAC at the USGS EROS Center,MOD44B.006 Terra Vegetation Continuous Fields Yearly Global 250m,3/4/2000,3/5/2018,2000,2018,ImageCollection,"modis, mod44b, annual, global, terra, vegetation, tree_cover, geophysical"
MODIS/051/MOD44B,NASA LP DAAC at the USGS EROS Center,MOD44B.051 Terra Vegetation Continuous Fields Yearly Global 250m,3/4/2000,3/5/2015,2000,2015,ImageCollection,"modis, mod44b, annual, global, terra, vegetation, tree_cover, geophysical"
MODIS/MOD09A1,NASA LP DAAC at the USGS EROS Center,MOD09A1.005 Surface Reflectance 8-Day Global 500m,3/4/2000,3/21/2017,2000,2017,ImageCollection,"modis, mod09a1, 8-day, global, terra, surface_reflectance"
MODIS/MOD09Q1,NASA LP DAAC at the USGS EROS Center,MOD09Q1.005 Surface Reflectance 8-Day Global 250m,3/4/2000,3/21/2017,2000,2017,ImageCollection,"modis, mod09q1, 8-day, global, terra, surface_reflectance"
MODIS/MOD11A1,NASA LP DAAC at the USGS EROS Center,MOD11A1.005 Terra Land Surface Temperature and Emissivity Daily Global 1 km Grid SIN,3/4/2000,3/29/2017,2000,2017,ImageCollection,"modis, mod11a1, daily, global, terra, surface_temperature, emissivity, lst"
MODIS/MOD11A2,NASA LP DAAC at the USGS EROS Center,MOD11A2.005 Land Surface Temperature and Emissivity 8-Day Global 1km,3/4/2000,3/21/2017,2000,2017,ImageCollection,"modis, mod11a2, 8-day, global, terra, surface_temperature, emissivity, lst"
MODIS/MOD44B,NASA LP DAAC at the USGS EROS Center,MOD44B.005 Vegetation Continuous Fields Yearly Global 250m,3/4/2000,3/5/2011,2000,2011,ImageCollection,"modis, mod44b, annual, global, terra, vegetation, tree_cover, geophysical"
MODIS/051/MCD45A1,NASA LP DAAC at the USGS EROS Center,MCD45A1.051 Burned Area Monthly Global 500m,3/31/2000,12/31/2016,2000,2016,ImageCollection,"modis, mcd45a1, monthly, global, usgs, burn, fire, geophysical"
NASA/GPM_L3/IMERG_V06,NASA PMM,GPM: Global Precipitation Measurement (GPM) v6,5/31/2000,4/9/2020,2000,2020,ImageCollection,"nasa, gpm, jaxa, half-hourly, precipitation, geophysical, weather, climate"
FIRMS,NASA / LANCE / EOSDIS,FIRMS: Fire Information for Resource Management System,10/31/2000,4/9/2020,2000,2020,ImageCollection,"nasa, lance, eosdis, firms, fire, hotspot, thermal, modis, geophysical"
MODIS/006/MCD64A1,NASA LP DAAC at the USGS EROS Center,MCD64A1.006 MODIS Burned Area Monthly Global 500m,10/31/2000,12/31/2019,2000,2019,ImageCollection,"modis, mcd64a1, monthly, global, usgs, nasa, burn, fire, geophysical"
MODIS/006/MCD12Q1,NASA LP DAAC at the USGS EROS Center,MCD12Q1.006 MODIS Land Cover Type Yearly Global 500m,12/31/2000,12/31/2017,2000,2017,ImageCollection,"modis, mcd12q1, yearly, usgs, nasa, landcover"
MODIS/006/MCD12Q2,NASA LP DAAC at the USGS EROS Center,MCD12Q2.006 Land Cover Dynamics Yearly Global 500m,12/31/2000,12/31/2016,2000,2016,ImageCollection,"modis, mcd12q2, yearly, global, usgs, evi, onset_greenness, phenology"
MODIS/006/MOD16A2,NASA LP DAAC at the USGS EROS Center,MOD16A2.006: Terra Net Evapotranspiration 8-Day Global 500m,12/31/2000,3/20/2020,2000,2020,ImageCollection,"modis, mod16a2, 8-day, global, evapotranspiration"
MODIS/MCD12Q2,NASA LP DAAC at the USGS EROS Center,MCD12Q2.005 Land Cover Dynamics Yearly Global 500m,12/31/2000,12/31/2013,2000,2013,ImageCollection,"modis, mcd12q2, yearly, global, usgs, evi, onset_greenness, phenology"
OpenLandMap/PNV/PNV_BIOME-TYPE_BIOME00K_C/v01,EnvirometriX Ltd,OpenLandMap Potential distribution of biomes,12/31/2000,12/31/2001,2000,2001,Image,"EnvirometriX, OpenLandMap, OpenGeoHub, biome, potential"
OpenLandMap/PNV/PNV_FAPAR_PROBA-V_D/v01,EnvirometriX Ltd,OpenLandMap Potential FAPAR monthly,12/31/2000,12/31/2001,2000,2001,Image,"EnvirometriX, OpenLandMap, OpenGeoHub, fapar, monthly, potential"
Oxford/MAP/IGBP_Fractional_Landcover_5km_Annual,Oxford Malaria Atlas Project,Oxford MAP: Malaria Atlas Project Fractional International Geosphere-Biosphere Programme Landcover,12/31/2000,12/31/2012,2000,2012,ImageCollection,"oxford, map, igpb, landcover"
UMD/GLAD/PRIMARY_HUMID_TROPICAL_FORESTS/v1,UMD/GLAD,Primary humid tropical forests,12/31/2000,12/31/2001,2000,2001,ImageCollection,"landsat_derived, umd, glad, global, forest"
UMT/NTSG/v2/MODIS/GPP,University of Montana Numerical Terradynamic Simulation Group (NTSG),MODIS Gross Primary Production CONUS,12/31/2000,3/4/2020,2000,2020,ImageCollection,"gridmet_derived, nlcd_derived, mod17, conus, modis, mod09q1, 8-day, productivity, production, photosynthesis, gpp"
UMT/NTSG/v2/MODIS/NPP,University of Montana Numerical Terradynamic Simulation Group (NTSG),MODIS Net Primary Production CONUS,12/31/2000,12/31/2017,2000,2017,ImageCollection,"gridmet_derived, nlcd_derived, mod17, conus, modis, mod09q1, yearly, productivity, production, photosynthesis, npp"
USGS/GAP/AK/2001,USGS,USGS GAP Alaska 2001,12/31/2000,12/31/2001,2000,2001,Image,"gap, usgs, landfire, landcover, vegetation"
USGS/GAP/HI/2001,USGS,USGS GAP Hawaii 2001,12/31/2000,12/31/2001,2000,2001,Image,"gap, usgs, landfire, landcover, vegetation"
USGS/GAP/PR/2001,USGS,USGS GAP Puerto Rico 2001,12/31/2000,12/31/2001,2000,2001,Image,"gap, usgs, landfire, landcover, vegetation"
Oxford/MAP/EVI_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP EVI: Malaria Atlas Project Gap-Filled Enhanced Vegetation Index,1/31/2001,5/31/2015,2001,2015,ImageCollection,"oxford, map, evi, vegetation"
Oxford/MAP/TCB_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness,1/31/2001,12/31/2014,2001,2014,ImageCollection,"oxford, map, tcb, tasseled_cap, brightness"
Oxford/MAP/TCW_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness,1/31/2001,12/31/2014,2001,2014,ImageCollection,"oxford, map, tcb, tasseled_cap, wetness"
Oxford/MAP/LST_Day_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP LST: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature,2/28/2001,5/31/2015,2001,2015,ImageCollection,"oxford, map, lst, surface_temperature"
Oxford/MAP/LST_Night_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP LST: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature,2/28/2001,5/31/2015,2001,2015,ImageCollection,"oxford, map, lst, surface_temperature"
EO1/HYPERION,USGS,EO-1 Hyperion Hyperspectral Imager,4/30/2001,3/12/2017,2001,2017,ImageCollection,"usgs, hyperion, eo-1, hyperspectral"
NASA/GRACE/MASS_GRIDS/MASCON_CRI,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Global Mascon (CRI Filtered),3/30/2002,6/27/2017,2002,2017,ImageCollection,"NASA, JPL, grace, tellus, gravity, mass, water, mascon"
NASA/GRACE/MASS_GRIDS/LAND,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Land,3/31/2002,2/2/2017,2002,2017,ImageCollection,"NASA, JPL, CRS, GFZ, grace, tellus, gravity, mass, water, land"
NASA/GRACE/MASS_GRIDS/MASCON,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Global Mascons,3/31/2002,2/2/2017,2002,2017,ImageCollection,"NASA, JPL, grace, tellus, gravity, mass, water, mascon"
CAS/IGSNRR/PML/V2,PML_V2,PML_V2: Coupled Evapotranspiration and Gross Primary Product,7/3/2002,12/26/2017,2002,2017,ImageCollection,"CAS, IGSNRR, evapotranspiration, gross primary product, gpp, PML"
MODIS/006/MCD15A3H,NASA LP DAAC at the USGS EROS Center,MCD15A3H.006 MODIS Leaf Area Index/FPAR 4-Day Global 500m,7/3/2002,4/1/2020,2002,2020,ImageCollection,"modis, mcd115a3h, 4-day, global, usgs, nasa, fpar, lai, vegetation"
MODIS/006/MYD08_M3,NASA GSFC,MYD08_M3.006 Aqua Atmosphere Monthly Global Product,7/3/2002,3/31/2018,2002,2018,ImageCollection,"modis, mod08, myd08_m3, monthly, global, aqua, usgs, nasa, atmosphere, temperature, geophysical"
MODIS/006/MYD09A1,NASA LP DAAC at the USGS EROS Center,MYD09A1.006 Aqua Surface Reflectance 8-Day Global 500m,7/3/2002,4/5/2020,2002,2020,ImageCollection,"modis, myd09a1, 8-day, global, aqua, usgs, nasa, surface_reflectance, sr"
MODIS/006/MYD09GA,NASA LP DAAC at the USGS EROS Center,MYD09GA.006 Aqua Surface Reflectance Daily L2G Global 1km and 500m,7/3/2002,4/7/2020,2002,2020,ImageCollection,"modis, myd09ga, daily, global, usgs, aqua, surface_reflectance"
MODIS/006/MYD09GQ,NASA LP DAAC at the USGS EROS Center,MYD09GQ.006 Aqua Surface Reflectance Daily Global 250m,7/3/2002,4/7/2020,2002,2020,ImageCollection,"modis, myd09gq, daily, global, usgs, nasa, aqua, surface_reflectance, sr"
MODIS/006/MYD09Q1,NASA LP DAAC at the USGS EROS Center,MYD09Q1.006 Aqua Surface Reflectance 8-Day Global 250m,7/3/2002,3/28/2020,2002,2020,ImageCollection,"modis, myd09q1, 8-day, global, aqua, usgs, nasa, surface_reflectance, sr"
MODIS/006/MYD10A1,NSIDC,MYD10A1.006 Aqua Snow Cover Daily Global 500m,7/3/2002,4/8/2020,2002,2020,ImageCollection,"modis, myd10a1, daily, global, nsidc, nasa, aqua, snow, albedo, geophysical"
MODIS/006/MYD11A1,NASA LP DAAC at the USGS EROS Center,MYD11A1.006 Aqua Land Surface Temperature and Emissivity Daily Global 1km,7/3/2002,4/8/2020,2002,2020,ImageCollection,"modis, myd11a1, daily, global, aqua, usgs, nasa, surface_temperature, emissivity, lst"
MODIS/006/MYD11A2,NASA LP DAAC at the USGS EROS Center,MYD11A2.006 Aqua Land Surface Temperature and Emissivity 8-Day Global 1km,7/3/2002,3/28/2020,2002,2020,ImageCollection,"modis, myd11a2, 8-day, global, aqua, usgs, nasa, surface_temperature, emissivity, lst"
MODIS/006/MYD13A1,NASA LP DAAC at the USGS EROS Center,MYD13A1.006 Aqua Vegetation Indices 16-Day Global 500m,7/3/2002,3/12/2020,2002,2020,ImageCollection,"modis, myd13a1, 16-day, global, aqua, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MYD13A2,NASA LP DAAC at the USGS EROS Center,MYD13A2.006 Aqua Vegetation Indices 16-Day Global 1km,7/3/2002,3/12/2020,2002,2020,ImageCollection,"modis, myd13a2, 16-day, global, aqua, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MYD13Q1,NASA LP DAAC at the USGS EROS Center,MYD13Q1.006 Aqua Vegetation Indices 16-Day Global 250m,7/3/2002,3/12/2020,2002,2020,ImageCollection,"modis, myd13q1, 16-day, global, aqua, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MYD14A1,NASA LP DAAC at the USGS EROS Center,MYD14A1.006: Aqua Thermal Anomalies & Fire Daily Global 1km,7/3/2002,4/4/2020,2002,2020,ImageCollection,"modis, myd14a1, daily, global, aqua, usgs, nasa, fire"
MODIS/006/MYD14A2,NASA LP DAAC at the USGS EROS Center,MYD14A2.006: Aqua Thermal Anomalies & Fire 8-Day Global 1km,7/3/2002,3/28/2020,2002,2020,ImageCollection,"modis, myd14a2, 8-day, global, aqua, usgs, nasa, fire"
MODIS/006/MYD15A2H,NASA LP DAAC at the USGS EROS Center,MYD15A2H.006: Aqua Leaf Area Index/FPAR 8-Day Global 500m,7/3/2002,3/28/2020,2002,2020,ImageCollection,"modis, myd15a2h, 8-day, global, aqua, usgs, nasa, lai, fpar"
MODIS/006/MYD17A2H,NASA LP DAAC at the USGS EROS Center,MYD17A2H.006: Aqua Gross Primary Productivity 8-Day Global 500m,7/3/2002,3/28/2020,2002,2020,ImageCollection,"modis, mod17a2, 8-day, global, aqua, usgs, nasa, gpp, psn, productivity, photosynthesis"
MODIS/006/MYD17A3H,NASA LP DAAC at the USGS EROS Center,MYD17A3H.006: Aqua Net Primary Production Yearly Global 500m,7/3/2002,12/31/2013,2002,2013,ImageCollection,"modis, mod17a3, yearly, global, aqua, usgs, nasa, gpp, npp, psn, productivity, photosynthesis"
MODIS/006/MYDOCGA,NASA LP DAAC at the USGS EROS Center,MYDOCGA.006 Aqua Ocean Reflectance Daily Global 1km,7/3/2002,4/7/2020,2002,2020,ImageCollection,"modis, mydocga, daily, global, aqua, usgs, nasa, ocean, reflectance, sr"
MODIS/MYD09A1,NASA LP DAAC at the USGS EROS Center,MYD09A1.005 Surface Reflectance 8-Day L3 Global 500m,7/3/2002,3/21/2017,2002,2017,ImageCollection,"modis, myd09a1, 8-day, global, aqua, surface_reflectance"
MODIS/MYD09GA,NASA LP DAAC at the USGS EROS Center,MYD09GA.005 Aqua Surface Reflectance Daily L2G Global 1km and 500m,7/3/2002,3/29/2017,2002,2017,ImageCollection,"modis, myd09ga, daily, global, usgs, aqua, surface_reflectance"
MODIS/MYD09GA_BAI,Google,MODIS Aqua Daily BAI,7/3/2002,3/29/2017,2002,2017,ImageCollection,bai
MODIS/MYD09GA_EVI,Google,MODIS Aqua Daily EVI,7/3/2002,3/29/2017,2002,2017,ImageCollection,evi
MODIS/MYD09GA_NDSI,Google,MODIS Aqua Daily NDSI,7/3/2002,3/29/2017,2002,2017,ImageCollection,ndsi
MODIS/MYD09GA_NDVI,Google,MODIS Aqua Daily NDVI,7/3/2002,3/29/2017,2002,2017,ImageCollection,ndvi
MODIS/MYD09GA_NDWI,Google,MODIS Aqua Daily NDWI,7/3/2002,3/29/2017,2002,2017,ImageCollection,ndwi
MODIS/MYD09GQ,NASA LP DAAC at the USGS EROS Center,MYD09GQ.005 Aqua Surface Reflectance Daily L2G Global 250m,7/3/2002,3/29/2017,2002,2017,ImageCollection,"modis, myd09gq, daily, global, usgs, aqua, surface_reflectance"
MODIS/MYD09Q1,NASA LP DAAC at the USGS EROS Center,MYD09Q1.005 Surface Reflectance 8-Day L3 Global 250m,7/3/2002,3/21/2017,2002,2017,ImageCollection,"modis, myd09q1, 8-day, global, aqua, surface_reflectance"
MODIS/MYD10A1,NSIDC,MYD10A1.005 Aqua Snow Cover Daily Global 500m,7/3/2002,12/25/2016,2002,2016,ImageCollection,"modis, myd10a1, daily, global, nsidc, aqua, snow, albedo, geophysical"
MODIS/MYD11A2,NASA LP DAAC at the USGS EROS Center,MYD11A2.005 Land Surface Temperature and Emissivity 8-Day L3 Global 1km,7/3/2002,3/21/2017,2002,2017,ImageCollection,"modis, myd11a2, 8-day, global, aqua, surface_temperature, emissivity, lst"
MODIS/MYD13A1,NASA LP DAAC at the USGS EROS Center,MYD13A1.005 Vegetation Indices 16-Day L3 Global 500m,7/3/2002,3/13/2017,2002,2017,ImageCollection,"modis, myd13a1, 16-day, global, aqua, vegetation, ndvi, evi"
MODIS/MYD13Q1,NASA LP DAAC at the USGS EROS Center,MYD13Q1.005 Vegetation Indices 16-Day Global 250m,7/3/2002,3/13/2017,2002,2017,ImageCollection,"modis, myd13q1, 16-day, global, aqua, vegetation, ndvi, evi"
NASA/OCEANDATA/MODIS-Aqua/L3SMI,NASA GSFC,Ocean Color SMI: Standard Mapped Image MODIS Aqua Data,7/3/2002,1/12/2020,2002,2020,ImageCollection,"nasa, oceandata, modis, temperature, weather, climate, ocean, biology, chlorophyll, reflectance"
MODIS/MYD11A1,NASA LP DAAC at the USGS EROS Center,MYD11A1.005 Land Surface Temperature and Emissivity Daily Global 1 km Grid SIN,7/7/2002,3/29/2017,2002,2017,ImageCollection,"modis, myd11a1, daily, global, aqua, surface_temperature, emissivity, lst"
NASA/GRACE/MASS_GRIDS/OCEAN,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Ocean,7/30/2002,1/4/2017,2002,2017,ImageCollection,"NASA, JPL, CRS, GFZ, grace, tellus, gravity, mass, water, ocean"
NASA/GRACE/MASS_GRIDS/OCEAN_EOFR,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Ocean EOFR,12/30/2002,1/4/2017,2002,2017,ImageCollection,"NASA, JPL, CRS, GFZ, grace, tellus, gravity, mass, water, ocean"
USDA/NAIP/DOQQ,USDA Farm Service Agency,NAIP: National Agriculture Imagery Program,12/31/2002,12/31/2018,2002,2018,ImageCollection,"usda, fsa, naip, agriculture, aerial, highres, imagery"
LANDSAT/GLS2005,USGS,"Landsat Global Land Survey 2005, Landsat 5+7 scenes",7/28/2003,7/28/2008,2003,2008,ImageCollection,"landsat, usgs, gls, radiance"
LANDSAT/GLS2005_L7,USGS,"Landsat Global Land Survey 2005, Landsat 7 scenes",7/28/2003,7/28/2008,2003,2008,ImageCollection,"landsat, usgs, gls, l7, etm, radiance"
LANDSAT/GLS2005_L5,USGS,"Landsat Global Land Survey 2005, Landsat 5 scenes",8/13/2003,5/28/2008,2003,2008,ImageCollection,"landsat, usgs, gls, l5, etm, radiance"
